#format table ## [Custom WaveView] saved 13:12:48 Thu Mar 14 2024
TIME ,v(0):ALTER=1 ,v(0):ALTER=2 ,v(0):ALTER=3 ,v(0):ALTER=4 ,v(0):ALTER=5 ,v(in):ALTER=1 ,v(in):ALTER=2 ,v(in):ALTER=3 ,v(in):ALTER=4 ,v(in):ALTER=5 ,v(vdd!):ALTER=1 ,v(vdd!):ALTER=2 ,v(vdd!):ALTER=3 ,v(vdd!):ALTER=4 ,v(vdd!):ALTER=5 ,i(vdd):ALTER=1 ,i(vdd):ALTER=2 ,i(vdd):ALTER=3 ,i(vdd):ALTER=4 ,i(vdd):ALTER=5 ,i(vin):ALTER=1 ,i(vin):ALTER=2 ,i(vin):ALTER=3 ,i(vin):ALTER=4 ,i(vin):ALTER=5 ,v(out):ALTER=1 ,v(out):ALTER=2 ,v(out):ALTER=3 ,v(out):ALTER=4 ,v(out):ALTER=5 
 3.182E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-7.076E-05 ,-4.930E-05 ,-3.053E-05 ,-8.501E-05 ,-7.897E-05 ,-2.641E-05 ,-2.309E-05 ,-1.649E-05 ,-2.837E-05 ,-2.741E-05 , 3.871E-01 , 2.591E-01 , 1.593E-01 , 7.606E-01 , 5.615E-01 
 3.447E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-4.473E-05 ,-3.085E-05 ,-1.767E-05 ,-7.377E-05 ,-5.929E-05 ,-2.014E-05 ,-1.482E-05 ,-7.604E-06 ,-2.555E-05 ,-2.287E-05 , 2.510E-01 , 1.531E-01 , 7.364E-02 , 5.778E-01 , 3.868E-01 
 3.530E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.648E-05 ,-2.500E-05 ,-1.522E-05 ,-7.020E-05 ,-5.306E-05 ,-1.816E-05 ,-1.221E-05 ,-6.782E-06 ,-2.465E-05 ,-2.143E-05 , 2.079E-01 , 1.195E-01 , 6.468E-02 , 5.199E-01 , 3.314E-01 
 3.593E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.028E-05 ,-2.297E-05 ,-1.337E-05 ,-6.752E-05 ,-4.837E-05 ,-1.667E-05 ,-1.126E-05 ,-6.164E-06 ,-2.398E-05 ,-2.035E-05 , 1.755E-01 , 1.099E-01 , 5.794E-02 , 4.764E-01 , 2.898E-01 
 3.627E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.915E-05 ,-2.188E-05 ,-1.238E-05 ,-6.608E-05 ,-4.585E-05 ,-1.589E-05 ,-1.074E-05 ,-5.832E-06 ,-2.362E-05 ,-1.977E-05 , 1.673E-01 , 1.048E-01 , 5.431E-02 , 4.529E-01 , 2.674E-01 
 3.747E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.513E-05 ,-1.801E-05 ,-8.872E-06 ,-6.099E-05 ,-3.902E-05 ,-1.314E-05 ,-8.938E-06 ,-4.657E-06 ,-2.234E-05 ,-1.733E-05 , 1.385E-01 , 8.656E-02 , 4.149E-02 , 3.701E-01 , 2.270E-01 
 3.973E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.754E-05 ,-1.070E-05 ,-2.239E-06 ,-4.577E-05 ,-2.611E-05 ,-7.935E-06 ,-5.521E-06 ,-2.434E-06 ,-1.858E-05 ,-1.274E-05 , 8.389E-02 , 5.211E-02 , 1.724E-02 , 2.793E-01 , 1.505E-01 
 4.038E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.536E-05 ,-8.595E-06 ,-2.261E-06 ,-4.140E-05 ,-2.241E-05 ,-6.440E-06 ,-4.540E-06 ,-2.088E-06 ,-1.750E-05 ,-1.142E-05 , 6.821E-02 , 4.222E-02 , 1.531E-02 , 2.532E-01 , 1.285E-01 
 4.087E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.430E-05 ,-7.040E-06 ,-2.278E-06 ,-3.816E-05 ,-1.966E-05 ,-6.089E-06 ,-3.813E-06 ,-1.831E-06 ,-1.670E-05 ,-1.044E-05 , 6.404E-02 , 3.489E-02 , 1.389E-02 , 2.339E-01 , 1.123E-01 
 4.129E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.335E-05 ,-5.660E-06 ,-2.293E-06 ,-3.529E-05 ,-1.871E-05 ,-5.777E-06 ,-3.169E-06 ,-1.604E-06 ,-1.599E-05 ,-9.890E-06 , 6.034E-02 , 2.839E-02 , 1.262E-02 , 2.167E-01 , 1.064E-01 
 4.269E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.025E-05 ,-4.595E-06 ,-2.341E-06 ,-2.590E-05 ,-1.559E-05 ,-4.760E-06 ,-2.472E-06 ,-8.596E-07 ,-1.367E-05 ,-8.097E-06 , 4.824E-02 , 2.218E-02 , 8.489E-03 , 1.607E-01 , 8.700E-02 
 4.342E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-8.628E-06 ,-4.038E-06 ,-2.367E-06 ,-2.412E-05 ,-1.396E-05 ,-4.227E-06 ,-2.108E-06 ,-4.702E-07 ,-1.252E-05 ,-7.159E-06 , 4.192E-02 , 1.893E-02 , 6.325E-03 , 1.470E-01 , 7.688E-02 
 4.516E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-4.771E-06 ,-2.713E-06 ,-1.485E-06 ,-1.989E-05 ,-1.008E-05 ,-2.960E-06 ,-1.241E-06 ,-4.424E-07 ,-9.760E-06 ,-4.927E-06 , 2.686E-02 , 1.120E-02 , 4.790E-03 , 1.144E-01 , 5.279E-02 
 4.622E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.418E-06 ,-2.259E-06 ,-9.467E-07 ,-1.730E-05 ,-7.712E-06 ,-2.187E-06 ,-1.061E-06 ,-4.254E-07 ,-8.079E-06 ,-3.565E-06 , 1.768E-02 , 9.544E-03 , 3.854E-03 , 9.457E-02 , 3.810E-02 
 4.644E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.403E-06 ,-2.164E-06 ,-8.346E-07 ,-1.676E-05 ,-7.218E-06 ,-2.102E-06 ,-1.024E-06 ,-4.218E-07 ,-7.729E-06 ,-3.282E-06 , 1.712E-02 , 9.200E-03 , 3.659E-03 , 9.043E-02 , 3.504E-02 
 4.791E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.300E-06 ,-1.536E-06 ,-9.046E-08 ,-1.319E-05 ,-5.665E-06 ,-1.537E-06 ,-7.757E-07 ,-3.984E-07 ,-5.404E-06 ,-2.699E-06 , 1.337E-02 , 6.916E-03 , 2.364E-03 , 6.297E-02 , 2.817E-02 
 4.866E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.248E-06 ,-1.214E-06 , 2.910E-07 ,-1.205E-05 ,-4.868E-06 ,-1.247E-06 ,-6.486E-07 ,-3.863E-07 ,-5.024E-06 ,-2.400E-06 , 1.145E-02 , 5.745E-03 , 1.700E-03 , 5.811E-02 , 2.465E-02 
 5.042E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.125E-06 ,-4.596E-07 , 7.097E-08 ,-9.390E-06 ,-3.002E-06 ,-5.683E-07 ,-3.506E-07 ,-2.553E-07 ,-4.133E-06 ,-1.700E-06 , 6.956E-03 , 3.002E-03 , 1.312E-03 , 4.673E-02 , 1.640E-02 
 5.068E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.107E-06 ,-4.522E-07 , 3.848E-08 ,-8.997E-06 ,-2.727E-06 ,-4.680E-07 ,-3.388E-07 ,-2.359E-07 ,-4.001E-06 ,-1.596E-06 , 6.292E-03 , 2.904E-03 , 1.255E-03 , 4.505E-02 , 1.518E-02 
 5.135E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.853E-06 ,-4.331E-07 ,-4.479E-08 ,-7.989E-06 ,-2.020E-06 ,-4.520E-07 ,-3.085E-07 ,-1.863E-07 ,-3.664E-06 ,-1.331E-06 , 5.785E-03 , 2.654E-03 , 1.108E-03 , 4.074E-02 , 1.206E-02 
 5.504E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-4.489E-07 ,-3.276E-07 ,-5.052E-07 ,-2.416E-06 ,-1.278E-06 ,-3.634E-07 ,-1.407E-07 , 8.811E-08 ,-1.799E-06 ,-6.317E-07 , 2.981E-03 , 1.270E-03 , 2.952E-04 , 1.692E-02 , 6.359E-03 
 5.555E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.539E-07 ,-3.129E-07 ,-4.619E-07 ,-1.642E-06 ,-1.175E-06 ,-3.511E-07 ,-1.174E-07 , 7.885E-08 ,-1.540E-06 ,-5.345E-07 , 2.591E-03 , 1.078E-03 , 2.793E-04 , 1.361E-02 , 5.568E-03 
 5.650E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.074E-07 ,-2.857E-07 ,-3.816E-07 ,-1.638E-06 ,-9.843E-07 ,-3.282E-07 ,-7.425E-08 , 6.171E-08 ,-1.316E-06 ,-3.544E-07 , 1.869E-03 , 7.215E-04 , 2.498E-04 , 1.201E-02 , 4.101E-03 
 5.669E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.808E-07 ,-2.780E-07 ,-3.653E-07 ,-1.638E-06 ,-9.456E-07 ,-3.236E-07 ,-7.289E-08 , 5.823E-08 ,-1.270E-06 ,-3.179E-07 , 1.723E-03 , 7.072E-04 , 2.439E-04 , 1.168E-02 , 3.803E-03 
 5.689E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.640E-07 ,-2.699E-07 ,-3.480E-07 ,-1.637E-06 ,-9.046E-07 ,-3.130E-07 ,-7.146E-08 , 5.456E-08 ,-1.222E-06 ,-2.792E-07 , 1.684E-03 , 6.921E-04 , 2.375E-04 , 1.134E-02 , 3.489E-03 
 6.067E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.469E-07 ,-1.185E-07 ,-2.853E-08 ,-1.624E-06 ,-4.092E-07 ,-1.163E-07 ,-4.490E-08 ,-1.364E-08 ,-3.280E-07 ,-1.998E-07 , 9.567E-04 , 4.112E-04 , 1.203E-04 , 4.962E-03 , 2.010E-03 
 6.364E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.911E-07 , 3.956E-10 , 2.224E-07 ,-8.759E-07 ,-2.001E-08 , 3.827E-08 ,-2.404E-08 ,-6.720E-08 ,-2.881E-07 ,-1.375E-07 , 3.856E-04 , 1.907E-04 , 2.821E-05 , 3.455E-03 , 8.492E-04 
 6.402E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-4.230E-07 , 1.593E-08 , 2.552E-07 ,-7.782E-07 ,-2.410E-08 , 5.846E-08 ,-2.131E-08 ,-7.420E-08 ,-2.828E-07 ,-1.306E-07 , 3.110E-04 , 1.618E-04 , 1.617E-05 , 3.258E-03 , 8.172E-04 
 6.447E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.947E-07 , 3.403E-08 , 2.934E-07 ,-6.643E-07 ,-2.886E-08 , 5.330E-08 ,-1.813E-08 ,-8.236E-08 ,-2.768E-07 ,-1.226E-07 , 2.980E-04 , 1.282E-04 , 2.151E-06 , 3.028E-03 , 7.800E-04 
 6.547E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-3.323E-07 , 7.401E-08 , 2.600E-07 ,-4.128E-07 ,-3.938E-08 , 4.189E-08 ,-1.112E-08 ,-7.300E-08 ,-2.633E-07 ,-1.050E-07 , 2.694E-04 , 5.407E-05 , 1.996E-06 , 2.521E-03 , 6.976E-04 
 6.783E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.849E-07 , 4.817E-08 , 1.812E-07 , 1.810E-07 ,-6.421E-08 , 1.496E-08 ,-8.214E-09 ,-5.091E-08 ,-2.316E-07 ,-6.337E-08 , 2.017E-04 , 4.293E-05 , 1.631E-06 , 1.324E-03 , 5.032E-04 
 7.278E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.251E-07 ,-6.193E-09 , 1.536E-08 ,-1.211E-07 ,-1.164E-07 ,-4.168E-08 ,-2.103E-09 ,-4.445E-09 ,-7.109E-08 , 2.419E-08 , 5.940E-05 , 1.951E-05 , 8.626E-07 , 6.947E-04 , 9.421E-05 
 7.457E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 2.373E-07 ,-2.587E-08 ,-4.469E-08 ,-2.305E-07 ,-9.044E-08 ,-6.219E-08 , 1.090E-10 , 1.238E-08 ,-1.296E-08 , 1.755E-08 , 7.881E-06 , 1.103E-05 , 5.844E-07 , 4.668E-04 , 8.046E-05 
 7.636E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.937E-07 ,-4.550E-08 ,-1.046E-07 ,-3.395E-07 ,-6.450E-08 ,-5.084E-08 , 2.315E-09 , 2.916E-08 , 4.500E-08 , 1.092E-08 , 6.910E-06 , 2.578E-06 , 3.070E-07 , 2.394E-04 , 6.674E-05 
 7.738E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.688E-07 ,-5.672E-08 ,-1.388E-07 ,-2.971E-07 ,-4.969E-08 ,-4.435E-08 , 3.576E-09 , 3.874E-08 , 3.779E-08 , 7.136E-09 , 6.356E-06 ,-2.253E-06 , 1.484E-07 , 2.206E-04 , 5.890E-05 
 7.909E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.272E-07 ,-4.864E-08 ,-1.959E-07 ,-2.262E-07 ,-2.494E-08 ,-3.352E-08 , 3.076E-09 , 5.475E-08 , 2.576E-08 , 8.153E-10 , 5.429E-06 ,-2.014E-06 ,-1.163E-07 , 1.891E-04 , 4.581E-05 
 8.534E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.522E-08 ,-1.904E-08 ,-9.390E-08 , 3.339E-08 , 6.568E-08 , 6.142E-09 , 1.246E-09 , 2.624E-08 ,-1.834E-08 ,-2.233E-08 , 2.037E-06 ,-1.135E-06 ,-7.267E-08 , 7.364E-05 ,-2.129E-06 
 8.922E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.200E-07 ,-6.378E-10 ,-3.046E-08 , 1.948E-07 , 4.444E-08 , 3.081E-08 , 1.080E-10 , 8.513E-09 ,-4.576E-08 ,-1.508E-08 ,-7.227E-08 ,-5.883E-07 ,-4.555E-08 , 1.868E-06 ,-1.600E-06 
 9.083E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-1.591E-07 , 6.959E-09 ,-4.268E-09 , 1.681E-07 , 3.568E-08 , 4.099E-08 ,-3.618E-10 , 1.195E-09 ,-3.949E-08 ,-1.209E-08 ,-9.430E-07 ,-3.627E-07 ,-3.435E-08 , 1.705E-06 ,-1.382E-06 
 9.738E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-7.218E-08 , 3.801E-08 , 1.028E-07 , 5.864E-08 ,-1.454E-10 , 1.861E-08 ,-2.282E-09 ,-2.871E-08 ,-1.384E-08 , 1.391E-10 ,-5.611E-07 , 5.592E-07 , 1.140E-08 , 1.040E-06 ,-4.912E-07 
 9.909E-11 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-4.954E-08 , 3.260E-08 , 1.306E-07 , 3.016E-08 ,-9.470E-09 , 1.279E-08 ,-1.958E-09 ,-3.650E-08 ,-7.165E-09 , 3.322E-09 ,-4.617E-07 , 5.653E-07 , 2.331E-08 , 8.664E-07 ,-2.593E-07 
 1.053E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 3.334E-08 , 1.281E-08 , 6.260E-08 ,-7.415E-08 ,-4.362E-08 ,-8.543E-09 ,-7.723E-10 ,-1.749E-08 , 1.728E-08 , 1.498E-08 ,-9.768E-08 , 5.877E-07 , 1.274E-08 , 2.323E-07 , 5.901E-07 
 1.087E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 7.782E-08 , 2.195E-09 , 2.611E-08 ,-1.301E-07 ,-3.144E-08 ,-1.999E-08 ,-1.362E-10 ,-7.296E-09 , 3.040E-08 , 1.079E-08 , 9.764E-08 , 5.997E-07 , 7.072E-09 ,-1.080E-07 , 4.721E-07 
 1.108E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.062E-07 ,-4.574E-09 , 2.842E-09 ,-1.069E-07 ,-2.368E-08 ,-2.728E-08 , 2.694E-10 ,-7.961E-10 , 2.498E-08 , 8.119E-09 , 2.222E-07 , 6.073E-07 , 3.457E-09 ,-9.507E-08 , 3.969E-07 
 1.174E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 4.817E-08 ,-2.534E-08 ,-6.851E-08 ,-3.586E-08 , 1.317E-10 ,-1.238E-08 , 1.513E-09 , 1.914E-08 , 8.379E-09 ,-7.268E-11 , 1.564E-07 , 6.308E-07 ,-7.629E-09 ,-5.554E-08 , 1.662E-07 
 1.191E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 3.307E-08 ,-2.174E-08 ,-8.709E-08 ,-1.736E-08 , 6.329E-09 ,-8.504E-09 , 1.295E-09 , 2.433E-08 , 4.058E-09 ,-2.205E-09 , 1.393E-07 , 5.542E-07 ,-1.051E-08 ,-4.525E-08 , 1.062E-07 
 1.253E-10 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 0.000E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 , 1.800E+00 ,-2.222E-08 ,-8.568E-09 ,-4.174E-08 , 5.040E-08 , 2.902E-08 , 5.700E-09 , 4.966E-10 , 1.166E-08 ,-1.177E-08 ,-1.001E-08 , 7.657E-08 , 2.735E-07 ,-1.646E-08 ,-7.561E-09 ,-1.137E-07 
